QUEST_LV_0500_20190419_000001	Я бы предпочел, чтобы это сделал кто-то другой, если это абсолютно необходимо.{nl}Почему это всегда должен быть я?	누군가는 해야 할 일이면 다른 사람이 했으면 좋겠어요.{nl}왜 저한태 이런 걸 시키는 걸까요.				케도라 상단원 이네타
QUEST_LV_0500_20190419_000021	Хотя Мастер Медейна была захвачена Картасом…{nl}Твоя драгоценная помощь всегда будет помнить, Богослов.{nl}	비록 메데이나님이 카르타스에게 붙잡혀 가셨지만..{nl}저희는 계시자님께서 메데이나님을 찾는 일에 적극적으로 도와주신 것을 기억하고 있어요.{nl}				큐폴 아스트라
QUEST_LV_0500_20200129_000022	Победите Nuka Warrior, Nuo Assassin	누카 전사, 누오 암살자 처치				
QUEST_LV_0500_20200129_000023	По просьбе регистратора Рамды из поста наемников{nl}победите Ядер-Воина и Нуо-убийцу в крепости Твиртумас.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}트비르투마스 요새에서 누카 전사, 누오 암살자 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000024	Победите воина из лепестков Ахласса	아클라스 페탈 전사 처치				
QUEST_LV_0500_20200129_000025	По просьбе регистратора Рамды из Поста наемников{nl}победите воина-лепестка Ахласса в крепости Твиртумас.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}트비르투마스 요새에서 아클라스 페탈 전사 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000026	Победите живую броню	리빙 아머 처치				
QUEST_LV_0500_20200129_000027	По просьбе регистратора Рамды из поста наемников{nl}победите Живую броню в крепости Твиртумас.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}트비르투마스 요새에서 리빙 아머 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000028	Победите Ильгаранку	일가란카 처치				
QUEST_LV_0500_20200129_000029	По просьбе регистратора Рамды из поста наемников{nl}Победите Ильгаранку в крепости Твиртумас.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}트비르투마스 요새에서 일가란카 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000030	Победите наездника на гоблинах-блогузах, Нецко	블로거즈 고블린 라이더, 넥코 처치				
QUEST_LV_0500_20200129_000031	По просьбе приемного Рамды из Поста наемников{nl}Победите Всадника-гоблина-блога и Нецко на окраинах Скалды.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}스칼다 외곽에서 블로거즈 고블린 라이더, 넥코 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000032	Серый волк	그레이 울프 처치				
QUEST_LV_0500_20200129_000033	По просьбе приемного Рамды из поста наемников{nl}, победите Серого Волка на окраинах Скалды.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}스칼다 외곽에서 그레이 울프 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000034	Победите Блогузского гоблина-лучника	블로거즈 고블린 궁수 처치				
QUEST_LV_0500_20200129_000035	По просьбе приемного Рамды из поста наемников{nl}Победите блогузского гоблина Аарчера на окраине Скалды.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}스칼다 외곽에서 블로거즈 고블린 궁수 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000036	Победите вождя серых волков	그레이 울프 치프 처치				
QUEST_LV_0500_20200129_000037	По просьбе приемного Рамды из поста наемников{nl}победите вождя серых волков на окраинах Скалды.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}스칼다 외곽에서 그레이 울프 치프 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000038	Победите орка-копейщика	오크 살수병 처치				
QUEST_LV_0500_20200129_000039	По просьбе приемного Рамды из поста наемников{nl}, победите орка-копейщика в руинах Ринксмас.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}링크스마스 폐허에서 오크 살수병 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000040	Победите шамана орков	오크 주술사 처치				
QUEST_LV_0500_20200129_000041	По просьбе регистратора Рамды из поста наемников{nl}победите шамана орков в руинах Ринксмас.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}링크스마스 폐허에서 오크 주술사 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000042	Победите орка Пельтаста	오크 방패병 처치				
QUEST_LV_0500_20200129_000043	По просьбе регистратора Рамды из поста наемников{nl}победите орка Пелтаста в руинах Ринксмас.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}링크스마스 폐허에서 오크 방패병 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000044	Победите лидера орков	오크 리더 처치				
QUEST_LV_0500_20200129_000045	По просьбе регистратора Рамды из поста наемников{nl}, победите лидера орков в руинах Ринксмас.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}링크스마스 폐허에서 오크 리더 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000046	Победите монстров в руинах Ринксмас	링크스마스 폐허의 몬스터 처치				
QUEST_LV_0500_20200129_000047	По просьбе приемного Рамды из поста наемников{nl}Победите монстров в руинах Ринксмас.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}링크스마스 폐허에서 충분한 수의 몬스터 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000048	Победите орка-канонира	오크 캐논병 처치				
QUEST_LV_0500_20200129_000049	По просьбе регистратора Рамды из поста наемников{nl}, победите орка-канонира на Дороге смерти.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}종언의 길에서 오크 캐논병 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000050	Победите знаменосца орков	오크 깃발병 처치				
QUEST_LV_0500_20200129_000051	По просьбе приемного Рамды из Поста наемников{nl}, победите знаменосца орков на Дороге смерти.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}종언의 길에서 오크 깃발병 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000052	Победите капитана орков	오크 대장 처치				
QUEST_LV_0500_20200129_000053	По просьбе регистратора Рамды из Поста наемников{nl}, победите капитана орков на Дороге смерти.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}종언의 길에서 오크 대장 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000054	Победите монстров на дороге смерти	종언의 길의 몬스터 처치				
QUEST_LV_0500_20200129_000055	По просьбе приемного Рамды из Поста наемников{nl}Победите монстров на Дороге смерти.	클라페다 의뢰소의 접수원 람다의 의뢰로{nl}종언의 길에서 충분한 수의 몬스터 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000056	По просьбе приемного Рамды из Поста наемников победите Ядер-Воина и Нуо-Ассасина в крепости Твиртумас.	클라페다 의뢰소의 접수원 람다의 의뢰로 트비르투마스 요새에서 누카 전사, 누오 암살자 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000057	По просьбе приемного Рамды из Поста наемников победите воина-лепестка Ахласса в крепости Твиртумас.	클라페다 의뢰소의 접수원 람다의 의뢰로 트비르투마스 요새에서 아클라스 페탈 전사 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000058	По просьбе приемного Рамды из поста наемников победите Живую броню в крепости Твиртумас.	클라페다 의뢰소의 접수원 람다의 의뢰로 트비르투마스 요새에서 리빙 아머 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000059	По просьбе приемного Рамды с поста наемников победите Ильгаранку в крепости Твиртумас.	클라페다 의뢰소의 접수원 람다의 의뢰로 트비르투마스 요새에서 일가란카 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000060	По просьбе приемного Рамды из Поста наемников победите Блогузского всадника на гоблинах и Нецко на окраинах Скалды.	클라페다 의뢰소의 접수원 람다의 의뢰로 스칼다 외곽에서 블로거즈 고블린 라이더, 넥코 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000061	По просьбе приемного Рамды из Поста наемников победите Серого Волка на окраинах Скалды.	클라페다 의뢰소의 접수원 람다의 의뢰로 스칼다 외곽에서 그레이 울프 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000062	По просьбе приемного Рамды из Поста наемников победите блогузского гоблина-лучника на окраине Скалды.	클라페다 의뢰소의 접수원 람다의 의뢰로 스칼다 외곽에서 블로거즈 고블린 궁수 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000063	По просьбе приемного Рамды из Поста наемников победите вождя Серых Волков на окраинах Скалды.	클라페다 의뢰소의 접수원 람다의 의뢰로 스칼다 외곽에서 그레이 울프 치프 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000064	По просьбе регистратора Рамды из Поста наемников победите Орка-Копейщика в Руинах Ринксмас.	클라페다 의뢰소의 접수원 람다의 의뢰로 링크스마스 폐허에서 오크 살수병 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000065	По просьбе приемного Рамды из Поста наемников победите шамана орков в руинах Ринксмаса.	클라페다 의뢰소의 접수원 람다의 의뢰로 링크스마스 폐허에서 오크 주술사 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000066	По просьбе администратора поста наемников Рамды победите орка Пельтаста в руинах Ринксмас.	클라페다 의뢰소의 접수원 람다의 의뢰로 링크스마스 폐허에서 오크 방패병 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000067	По просьбе приемного Рамды из заставы наемников победите лидера орков в руинах Ринксмас.	클라페다 의뢰소의 접수원 람다의 의뢰로 링크스마스 폐허에서 오크 리더 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000068	По просьбе приемного Рамды из Поста наемников победите монстров в Руинах Ринксмас.	클라페다 의뢰소의 접수원 람다의 의뢰로 링크스마스 폐허에서 충분한 수의 몬스터 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000069	По просьбе приемного Рамды из Поста наемников победите орка-канонира на Дороге смерти.	클라페다 의뢰소의 접수원 람다의 의뢰로 종언의 길에서 오크 캐논병 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000070	По просьбе приемного Рамды из Поста наемников победите Орка-знаменосца на Дороге смерти.	클라페다 의뢰소의 접수원 람다의 의뢰로 종언의 길에서 오크 깃발병 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000071	По просьбе приемного Рамды из Поста наемников победите капитана орков на Дороге смерти.	클라페다 의뢰소의 접수원 람다의 의뢰로 종언의 길에서 오크 대장 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000072	По просьбе приемного Рамды из Поста наемников победите монстров на Дороге смерти.	클라페다 의뢰소의 접수원 람다의 의뢰로 종언의 길에서 충분한 수의 몬스터 처치를 수행해야 합니다.				
QUEST_LV_0500_20200320_000073	Подожди, может быть… ты - Бог откровений?	잠시만요, 혹시 계시자인가요?				세이지 파견원
QUEST_LV_0500_20200320_000074	Мы в серьезной опасности.{nl}После Medzio Diena измерение начало время от времени разрушаться.	큰일입니다.{nl}신수의 날 이후로 종종 차원이 붕괴하는 현상이 나타나고 있어요.{nl}				세이지 파견원
QUEST_LV_0500_20200320_000075	Монстры поблизости ускоряют коллапс.{nl}Если не предотвратить заранее, это распространится на весь континент.{nl}Мне нужна помощь Богослов, так как это не в моих силах.{nl}Пожалуйста, протяни мне руку помощи. .	더군다나 근처의 몬스터들이 붕괴를 가속하고 있죠.{nl}막지 않으면 차원 붕괴가 대륙 전역으로 번질 거예요.{nl}저 혼자서는 벅찬일이라 계시자들에게 도움을 구하고 있습니다.{nl}이렇게 부탁드립니다.				세이지 파견원
QUEST_LV_0500_20200320_000076	Будьте осторожны, чтобы не попасть в пространственный коллапс.{nl}Было бы разумно подойти, когда вы полностью подготовлены.	차원 붕괴에 휘말려 아까운 목숨을 잃지 않도록 주의하세요.{nl}준비가 충분하지 않으면 가까이 가지 않는 게 좋습니다.				세이지 파견원
QUEST_LV_0500_20200320_000077	Предотвратить сжатие размера	차원 붕괴 저지				
QUEST_LV_0500_20200320_000078	Правильно.	계시자가 맞다고 한다.				
QUEST_LV_0500_20200320_000079	На самом деле, нет.	계시자가 아니라고 한다.				
QUEST_LV_0500_20200320_000080	Поговорите с посланником мудреца.	세이지 파견원과 대화하기.				
QUEST_LV_0500_20200320_000081	Посланник Мудрецов в Павшем городе кое-что дает читателям Откровения. Поговорите с посланником мудреца.	폐도에 위치한 세이지 파견원이 계시자들에게 무언가를 지급하고 있습니다. 세이지 파견원과 대화하세요.				
QUEST_LV_0500_20200710_000082	Мы расследуем недавнюю сильную волну холода, которая произошла здесь.{nl}	저희는 여기서 최근에 일어난 한파 현상에 대해 조사하고 있습니다.{nl}				크루세이더 마스터
QUEST_LV_0500_20200710_000083	Три расследования показали, что демоны под этой скалой несут ответственность за сильную волну холода.{nl}	세 차례에 걸친 조사로 이 절벽 아래에 있는 마족이 한파의 원인이라는 건 알아냈습니다.{nl}				크루세이더 마스터
QUEST_LV_0500_20200710_000084	Имя демона…{nl}	마족의 이름은..{nl}				크루세이더 마스터
QUEST_LV_0500_20200710_000085	Гласия{nl}	글레이시어.{nl}				크루세이더 마스터
QUEST_LV_0500_20200710_000086	Это был демон по имени Гласия.{nl}Мы также нашли черный кристалл, плавающий на специальном устройстве.{nl}Не знаю, что это, но он концентрировал сильную магическую силу.{nl}	글레이시어라고 하는 마족입니다.{nl}그리고 특별한 장치 위에 떠 있는 검은 수정도 발견했습니다.{nl}정체가 확실하지는 않지만, 강한 마력을 응축하고 있었습니다.{nl}				크루세이더 마스터
QUEST_LV_0500_20200710_000087	Было предпринято несколько попыток победить Глацию, но им не удалось прорваться сквозь волну холода и демонов.{nl}	몇 차례 글레이시어 토벌을 시도했지만, 한파와 마족의 공세를 뚫는 데 실패했습니다.{nl}				크루세이더 마스터
QUEST_LV_0500_20200710_000088	Я слышал о действиях авторов Откровения.{nl}Пожалуйста, помогите победить Глацию.	계시자들의 활약상은 들었습니다.{nl}글레이시어  처치를 도와주십시오.				크루세이더 마스터
QUEST_LV_0500_20200710_000089	Что ж, увидимся снова, когда ты будешь готов спуститься со скалы.	그럼, 절벽 아래로 내려갈 준비를 마친 후 다시 뵙겠습니다.				크루세이더 마스터
QUEST_LV_0500_20200710_000090	Если вы спуститесь со скалы, вам будет сложно попросить дополнительной поддержки.{nl}Будет непросто прорваться сквозь волну холода, создаваемую Glacia.{nl}	절벽 아래로 내려간다면, 추가 지원을 요청하기는 힘들 겁니다.{nl}글레이시어가 일으키고 있는 한파를 버젓이 뚫고 가기도 쉽지 않을 겁니다.{nl}				크루세이더 마스터
QUEST_LV_0500_20200710_000091	Мы будем здесь, чтобы помочь Богослов оседлать клетку и безопасно спуститься со скалы.{nl}	저희는 여기서 계시자님이 철창을 타고 절벽 아래로 무사히 내려갈 수 있도록 돕겠습니다.{nl}				크루세이더 마스터
QUEST_LV_0500_20200710_000092	Я рассчитываю на тебя по поводу Глации.	글레이시어를 잘 부탁합니다.				크루세이더 마스터
QUEST_LV_0500_20200710_000093	Богослов.{nl}Не могли бы вы занять минутку?{nl}	계시자님.{nl}잠시 시간 좀 내주시겠습니까?{nl}				크루세이더 파견원
QUEST_LV_0500_20200710_000094	В прошлый раз, исследуя подножие утеса, я нашел несколько вещей.{nl}Среди них эта красная жидкость…{nl}Она не замерзала на морозе, на ней был только тонкий лед. {Nl }	지난 번, 절벽 아래를 조사하는 중에 몇 가지를 발견한 게 있습니다.{nl}그중 이 붉은 액체..{nl}그 추위 속에서 얼지 않고 살얼음만 띄고 있더군요.{nl}				크루세이더 파견원
QUEST_LV_0500_20200710_000095	Я собрал его, так как он казался таким необычным.{nl}Если есть кто-нибудь, кому вы можете доверить анализ, я оставлю это вам, Богослов.	아무래도 심상치 않아 채취했습니다.{nl}혹시 분석을 맡길 만한 사람이 있다면 계시자님께 맡기겠습니다.				크루세이더 파견원
QUEST_LV_0500_20200710_000096	Спасибо.{nl}Пожалуйста, вернитесь ко мне, когда анализ будет завершен.	감사합니다.{nl}분석이 완료되면 다시 저를 찾아와 주세요.				크루세이더 파견원
QUEST_LV_0500_20200710_000097	Вы хотите сказать, что хотите проанализировать решение?{nl}Это несложно, но меня это пугает.	용액을 분석해 달라는 말씀이신가요?{nl}어려운 일은 아니지만, 불길한 짐작이 드는군요.{nl}				플레이그 닥터 마스터
QUEST_LV_0500_20200710_000098	Мне нужно растение, чтобы убедиться.{nl}Меня не волнует, что это такое, так можешь ли ты достать мне его поблизости?{nl}В конце концов, недалеко отсюда растут длинные растения.	확실히 하기 위해서는 식물이 필요합니다.{nl}근처에서 어떤 것이든 상관없으니 하나만 구해주시겠습니까?{nl}그러고 보니 마침, 여기서 멀지 않은 쪽에 길게 자란 식물이 있으니 그게 좋겠네요.				플레이그 닥터 마스터
QUEST_LV_0500_20200710_000099	Пожалуйста, вернитесь ко мне, когда анализ будет завершен.	분석이 완료되면 다시 저를 찾아와 주세요.				크루세이더 파견원
QUEST_LV_0500_20200710_000100	Это…{nl}	이건..{nl}				플레이그 닥터 마스터
QUEST_LV_0500_20200710_000101	похоже, Крувина.{nl}Я слышал об этом по слухам.{nl}Он в форме жидкости, но… Я впервые увидел это.{nl}	아무래도 크루비나인 것 같군요.{nl}소문으로 들은 적이 있습니다.{nl}액체의 형태이지만.. 실제로 보는 건 처음이군요.{nl}				플레이그 닥터 마스터
QUEST_LV_0500_20200710_000102	Однако здесь смешано больше крови.{nl}Я думаю… кто-то вырвал это кровью из своего тела.{nl}	다만, 여기에는 피가 더 많이 섞여 있습니다.{nl}아무래도.. 누군가의 몸에 있다가 피와 함께 토해낸 거로 생각합니다.{nl}				플레이그 닥터 마스터
QUEST_LV_0500_20200710_000103	Например, как вы сказали, это может быть демон Глация.{nl}	이를테면.. 말씀하신 글레이시어라는 마족이겠네요.{nl}				플레이그 닥터 마스터
QUEST_LV_0500_20200710_000104	Плохой знак.	안 좋은 징조입니다.				플레이그 닥터 마스터
QUEST_LV_0500_20200710_000105	Мы просим вас исследовать это со всей ответственностью.{nl}Нечто подобное не только обычный демон захочет.	이번 일에 대해서 책임을 갖고 조사해주시기를 부탁드립니다.{nl}이런 물건이라면 평범한 마족 정도만 탐낼 물건이 아닐 겁니다.				플레이그 닥터 마스터
QUEST_LV_0500_20200710_000106	Вы вернулись.{nl}	오셨습니까?{nl}				크루세이더 파견원
QUEST_LV_0500_20200710_000107	Хорошо.{nl}Мы позаботимся о процессе и изучении этого решения.{nl}Большое спасибо за вашу помощь.	알겠습니다.{nl}이 용액에 대한 처리와 조사는 저희가 맡겠습니다.{nl}도와주셔서 정말 감사합니다.				크루세이더 파견원
QUEST_LV_0500_20200710_000108	Богослов.{nl}Я слышал историю о загадочной женщине, которую засвидетельствовали среди солдат в лагере на плато Стогас.	계시자님.{nl}스토가스 고원의 야영지에 주둔한 병사 중에서 의문의 여인에 대한 목격담을 이야기했다는 소식을 들었습니다.				크루세이더 파견원
QUEST_LV_0500_20200710_000109	Я получил приказ сохранить текущую позицию.{nl}Поскольку о расследовании не было сообщено Мастеру, я не думаю, что смогу двигаться.{nl}Не могли бы вы встретиться с солдатами лагеря вместо меня?	저는 현 위치를 유지하라는 명령을 받았습니다.{nl}아무래도 마스터님에게는 보고하지 않은 조사라 제가 움직이기는 힘들 것 같습니다.{nl}저를 대신해 야영지의 병사들을 만나봐 주실 수 있으실까요?				크루세이더 파견원
QUEST_LV_0500_20200710_000110	Спасибо за вашу помощь.{nl}Если вы поищете в лагере командира Стогаса Адеса, вы сможете сэкономить силы.	도와주셔서 정말 감사합니다.{nl}야영지에 있는 스토가스 분대장 아데스라는 사람을 찾아보시면 수고를 줄이실 수 있으실 겁니다.				크루세이더 파견원
QUEST_LV_0500_20200710_000111	Вы приехали после того, как услышали от очевидца о загадочной женщине?	의문의 여인에 대한 목격담을 듣고 오셨다고요?				스토가스 분대장 아데스
QUEST_LV_0500_20200710_000112	Я полностью помню.{nl}Странно было то, что она кричала о помощи, но она, казалось, игнорировала нас, когда мы пытались ей помочь.{nl}Кроме того, она пробормотала, что никто ей не помогает.{nl}Она выглядела так, как будто она была не в своем уме.	분명히 기억하고 있어요.{nl}이상했던 게, 누구든지 자신을 도와달라며 울면서도 도와주려는 저희를 무시하는 듯했었죠.{nl}그러면서 아무도 자신을 돕지 않는다며 중얼거리기도 했습니다.{nl}제정신 같지가 않았어요.				스토가스 분대장 아데스
QUEST_LV_0500_20200710_000113	Если это трудно понять, спросите Мортимера.{nl}Это он нашел ее.	이해하기 힘드시다면, 고원병사 모티머에게 물어보시면 됩니다.{nl}그 여인을 발견했던 게 바로 모티머였습니다.				스토가스 분대장 아데스
QUEST_LV_0500_20200710_000114	Если вы поищете в лагере командира Стогаса Адеса, то сможете сэкономить.	야영지에 있는 스토가스 분대장 아데스라는 사람을 찾아보시면 수고를 줄이실 수 있으실 겁니다.				크루세이더 파견원
QUEST_LV_0500_20200710_000115	Да? Что это?{nl}	무슨 일이시죠?				고원병사 모티머
QUEST_LV_0500_20200710_000116	Спросите солдата Мотимера о женщине.{nl}Это он нашел ее.	여인에 대해서라면 고원병사 모티머에게 물어보시면 됩니다.{nl}그 여인을 발견했던 게 바로 모티머였습니다.				스토가스 분대장 아데스
QUEST_LV_0500_20200710_000117	Ваш вопрос о женщине.	여인에 대해서 여쭤보시는 거군요.				고원병사 모티머
QUEST_LV_0500_20200710_000118	О, но сейчас не самое подходящее время.{nl}Я тороплюсь.{nl}Пока я заканчиваю свою работу, вы можете посмотреть на дорогу к Пустому участку Гехимы.{nl}Это было где-то там, где Я впервые нашел женщину.	아, 하지만 지금은 곤란합니다.{nl}서둘러 처리할 일이 있어서요.{nl}제가 일을 마무리하는 동안 게히마 공터로 가는 길목을 살펴보시는 게 좋을 겁니다.{nl}그 여인을 처음 발견했던 게 그 근처였습니다.				고원병사 모티머
QUEST_LV_0500_20200710_000119	Я сделаю работу в спешке, поэтому, пожалуйста, сначала проверьте дороги Пустого Участка Гехимы.	그럼, 서둘러 일을 마무리할 테니 게히마 공터의 길목을 먼저 조사해 보십시오.				고원병사 모티머
QUEST_LV_0500_20200710_000120	Я сделаю работу поскорее, так что сначала проверь дороги Пустого участка Гехимы.	저는 서둘러 일을 마무리할 테니 게히마 공터의 길목을 먼저 조사해 보십시오.				고원병사 모티머
QUEST_LV_0500_20200710_000121	Я искал тебя, Богослов.	마침 계시자님을 찾던 중이었습니다.				고원병사 모티머
QUEST_LV_0500_20200710_000122	Эти кандалы…{nl}Это кандалы от женщины.	그 족쇄는..{nl}그 여인의 발목에 채워져 있던 족쇄군요.				고원병사 모티머
