QUEST_JOBSTEP_20150317_000013	Я вижу, что ты хочешь научиться магии у меня, но я не могу научить кого угодно.{nl}Я посмотрю, насколько хорошо вы поможете мне в исследовании, а затем приму решение.	저에게 마법을 배우겠다는 열의는 알겠습니다만, 아무에게나 가르쳐 드릴 순 없습니다.{nl}제 연구를 얼마나 잘 보조해 주시는지에 따라서 결정하겠어요.				
QUEST_JOBSTEP_20150317_000014	Хорошая работа. Благодаря вам я могу начать следующий шаг своих исследований.{nl}Я научу вас магии пиромантов, как и обещал.	수고하셨어요. 덕분에 다음 연구단계로 넘어갈 수 있겠네요.{nl}약속대로 파이로맨서의 마법을 가르쳐 드리지요.				
QUEST_JOBSTEP_20150317_000015	Хорошо, ты здесь. Мне нужно, чтобы ты победил злых духов, которых я призову.{nl}Я запишу уникальную длину волны, которая передается в процессе.	잘 오셨어요. 당신이 해 주실 일은 제가 소환한 악령을 처치해 주시면 됩니다.{nl}그 과정에서 뿜어져 나오는 특별한 파장을 기록하겠어요.				
QUEST_JOBSTEP_20150317_000016	Я занимаюсь исследованием четвертого состояния материи.{nl}Это невозможно без помощи мастера Бокор, который занимается духами.	전 물질의 제4번째 상태에 대해 연구중입니다.{nl}영혼을 다루는 보코르 마스터님의 협조가 없으면 절대로 불가능한 일이지요.				
QUEST_JOBSTEP_20150317_000017	Да, великолепно.{nl}Скажите мастеру-пироманту, что у нас есть все необходимые материалы.	네. 아주 훌륭하군요.{nl}파이로맨서 마스터께 필요한 자료는 전부 모였다고 전해 드리세요.				보코르 마스터
QUEST_JOBSTEP_20150317_000018	Хорошо.{nl}Это исследование проводится с мастером Бокор. Так что иди к ней в гости, и она скажет тебе, что делать.	좋습니다.{nl}그 연구는 보코르 마스터님과 함께 진행중이니 그분께 가면 할 일을 일러주실 겁니다.				
QUEST_JOBSTEP_20150317_000019	Мастер криоманта	크리오맨서 마스터				
QUEST_JOBSTEP_20150317_000020	Ты хочешь научиться у меня магии криоманта?{nl}Конечно, я научу вас, но только если вы сначала о чем-то позаботитесь!	제게 크리오맨서의 마법을 배우고 싶으시다고요.{nl}물론 가르쳐 드리지요. 한 가지 일만 잘 처리해 주신다면요.				
QUEST_JOBSTEP_20150317_000021	Мастера-пироманта не должно быть поблизости.{nl}Так что это будет легкая задача.	파이로맨서 마스터는 현재 부재중이십니다.{nl}뭐, 아주 쉬운 일입니다.				크리오맨서 마스터
QUEST_JOBSTEP_20150317_000022	Не чувствуй себя виноватым. Ты сделал хорошую работу.{nl}С этого момента я тебя поддержу, так что тебе не о чем беспокоиться.	죄책감 따윈 신경 쓰지 마세요. 아주 잘해주셨습니다.{nl}이제부턴 제가 당신의 뒤를 봐 드릴 테니 너무 걱정하지 않으셔도 됩니다.				크리오맨서 마스터
QUEST_JOBSTEP_20150317_000023	Он пробирается в комнату мастера пиромантов и открывает коробку.{nl}Что до того, что внутри коробки… Что ж, тебе просто нужно убить его.	파이로맨서의 방에 몰래 잠입해 그곳에 있는 상자를 여는 것입니다.{nl}그 안에 있는 것은.. 죽여버리는 게 좋겠네요.				
QUEST_JOBSTEP_20150317_000024	Этого будет достаточно.{nl}Мое волшебство дается нелегко, поэтому вам придется много работать, чтобы не отставать.	이 정도면 충분하군.{nl}내 마법은 어려우니까 열심히 따라와야 할 거야.				
QUEST_JOBSTEP_20150317_000025	Ваше желание учиться у меня - это хорошо, но сначала я хочу попросить вас об одолжении.{nl}Мы можем продолжить наш разговор, если вы готовы.{nl}	내게 뭘 배우겠다는 마음가짐은 좋다만 대신 한 가지 부탁이 있네.{nl}들어주겠다고 해야만 이야기를 계속할 수 있어.{nl}				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000026	Шестерни Лидии Шаффен для нас, лучников, как божественные материалы.{nl}Я бы отдал все свое состояние только ради них.	리디아 샤펜의 물건이라니, 우리 궁수들에겐 성물 같은 존재라고.{nl}할 수만 있다면 전 재산을 팔아서라도 갖고 싶군.				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000027	Никогда не думал, что сам увижу это.{nl}Спасибо. С этого момента я буду учить вас основательно, так что вам лучше подготовиться.	이걸 직접 내 눈으로 보게 될 줄이야.{nl}고맙네. 이제부턴 철저히 지도해 줄 테니 각오 하는 게 좋을 거야.				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000028	Я слышал, что потерянная линза телескопа из Астральной Башни находится в Хрустальной шахте 1F.{nl}Дайте мне линзу, пока не узнают другие мастера, и я научу вас своим приемам.	별의 탑에서 사라진 망원경의 렌즈가 수정광산 1층에 있다더군.{nl}다른 마스터들이 눈치채기 전에 빨리 그 렌즈를 가져다주면 내 기술을 가르쳐 주겠네.				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000029	Значит, ты хочешь узнать у меня путь стрелы… Тогда у меня есть для тебя миссия.{nl}Я буду основывать свое решение на том, насколько хорошо вы выполните миссию.	나에게 활을 배우고 싶다라.. 그렇다면 당신에게 한 가지 의뢰를 하지.{nl}그 일을 얼마나 잘 해내느냐에 따라서 당신을 가르칠지 결정하겠어.				
QUEST_JOBSTEP_20150317_000030	Эвонифон… Я ему никогда не прощу.	에보니폰.. 용서할 수 없어.				레인저 마스터
QUEST_JOBSTEP_20150317_000031	Мастер-охотник	헌터 마스터				
QUEST_JOBSTEP_20150317_000032	Вы собрали все книги. Молодец.{nl}Я научу тебя стезю Охотника, как и обещал.	책이 전부 모였군요. 수고하셨어요.{nl}약속한 대로 당신에게 헌터의 기술을 가르쳐 드리겠어요.				
QUEST_JOBSTEP_20150317_000033	У тебя хорошие результаты. С этого момента я буду учить тебя.{nl}Надеюсь, вы оправдаете мои ожидания.	성과는 확실하군. 이제부터 내가 널 가르치지.{nl}내 기대에 확실히 부응해 주길 기대하겠어.				
QUEST_JOBSTEP_20150317_000034	Я слышал, что у летучих мышей в Crystal Mine 1F есть особый тип яда.{nl}Я уверен, что это тот же яд, что использовал убийца Эвонифон. Принеси мне яд.	수정광산 1층의 박쥐들은 특별한 독을 품고 있다는 소문을 들었어.{nl}분명히 암살자 에보니폰이 쓰는 독일 거야. 그 독을 채취해 와.				레인저 마스터
QUEST_JOBSTEP_20150317_000035	Мастер варваров	바바리안 마스터				
QUEST_JOBSTEP_20150317_000036	Вы можете понять способности противника, столкнувшись с ним мечом к мечу.{nl}Докажи мне, что ты настоящий воин, и я приведу тебя к тому, чтобы стать настоящим варваром.	검과 검을 맞댐으로써 상대의 기량을 알 수 있지.{nl}내게 전사의 자격을 증명하면 진정한 바바리안으로 이끌어 주겠다.				
QUEST_JOBSTEP_20150317_000037	Вы действительно квалифицированы как воин.{nl}Я заставлю тебя стать настоящим варваром.	전사의 자격은 충분하다.{nl}내가 진짜 바바리안으로 만들어 주지.				
QUEST_JOBSTEP_20150317_000038	Я понимаю, что ты хочешь быть сильнее копьем.{nl}Завершите миссию, которую я вам поручаю, и я научу вас копью.	창으로써 강해지고 싶은 당신의 마음은 잘 알겠습니다.{nl}제가 드리는 과제를 수행해 오신다면 저의 창술을 가르쳐 드리겠습니다.				
QUEST_JOBSTEP_20150317_000039	Пожалуйста, принесите мне Кожу Гролла из Долины Хребетного Сердца, Ядовитые дротики Чафпера из Падшего леса Беспокойства и Черный порошок Джукопуса из Деревни шахтеров.	가시마음골의 그롤의 가죽. 낙우림의 체이퍼러의 독침.{nl}그리고 광산 마을의 유코푸스의 검은 가루를 제게 가져오세요.				
QUEST_JOBSTEP_20150317_000040	Я понимаю ваше желание стать сильнее.{nl}Я также вижу, что у вас может быть все, что нужно, чтобы хорошо обращаться с копьями.	당신이 가진 강해지고자 하는 마음에 대해 잘 알겠어요.{nl}당신이라면 창과 함께할 자격이 있습니다.				하플라이트 서브 마스터
QUEST_JOBSTEP_20150317_000041	Психокино Мастер	사이코키노 마스터				
QUEST_JOBSTEP_20150317_000042	Если вы хотите понять Psychokino, то как насчет того, чтобы вы поработали моим ассистентом?{nl}Я гарантирую вам, что это привлекательная работа.	사이코키노를 이해하고 싶다면 잠시 나의 조수로 일해보는 것은 어떻겠나.{nl}굉장히 멋진 분야라는 것은 내 보증 하겠네.				
QUEST_JOBSTEP_20150317_000043	Пожалуйста, сначала победите Мацумов из Долины Хребетного Сердца и соберите их цветочный спирт.{nl}Они легко ломаются, поэтому трудно найти достойных.	일단 가시마음골에 있는 메슘을 잡아서 꽃술을 모아 주게.{nl}쉽게 망가져서 온전한 걸 구하기가 쉽지 않아.				
QUEST_JOBSTEP_20150317_000044	Хорошо. Цветочный спирт из Мацумов - это нормально.{nl}Скоро вы увидите кое-что интересное.	좋군. 메슘의 꽃술이 온전히 살아 있어.{nl}이제 정말 재미있는 것을 보게 될 걸세.				
QUEST_JOBSTEP_20150317_000045	А теперь иди на шоссе Гинтара в Долине Спайнхарт.{nl}Сбрызните этим жидким лекарством экспериментальную куклу Мацум, которую я установил, и сообщите мне результат.	이제 가시마음골의 긴타라 가도로 가게.{nl}내가 설치해 놓은 실험용 메슘 인형에 이 물약을 뿌리고 결과를 내게 알려 주게.				
QUEST_JOBSTEP_20150317_000046	Мацумы напали на вас?{nl}Поскольку Мацумы приняли кукол Мацум в друзья, я считаю это успешным.	주변의 메슘들이 자네를 공격했다고?{nl}메슘 인형을 메슘이 친구라 받아 들였으니 성공이라고 봐야겠어.{nl}				
QUEST_JOBSTEP_20150317_000047	Хорошая работа.{nl}Вы хорошо поработали моим помощником, так что я научу вас, что на самом деле означает быть психокино.	수고했네.{nl}좋은 조수가 되어 주었으니 사이코키노에 대해 본격적으로 가르쳐 주겠네.				
QUEST_JOBSTEP_20150317_000048	Мое исследование посвящено методам переноса психокинеза на субстанцию ​​материи.{nl}Другими словами… Это метод «промывания мозгов» с помощью лекарств.	내 연구의 주제는 염력을 물질의 형태로 전이하는 방법론에 대한 것일세.{nl}무슨 말인고 하니.. 약을 써서 세뇌를 전파하겠다는 거야.				
QUEST_JOBSTEP_20150317_000049	Мастер компоновки	링커 마스터				
QUEST_JOBSTEP_20150317_000050	Для линкеров очень важен темперамент.{nl}Хотя может быть легко закрыть свое сердце, чтобы открыть его, требуется особый темперамент.{nl}	링커에겐 자질이라는 게 굉장히 중요해요.{nl}마음을 닫아 버리는 건 아주 쉽지만 남의 마음을 여는 건 특수한 자질이 필요하답니다.{nl}				링커 서브 마스터
QUEST_JOBSTEP_20150317_000051	Я проверю, есть ли у вас такой темперамент.	당신에게 그 자질이 있는지 제가 시험해 보겠어요.				링커 서브 마스터
QUEST_JOBSTEP_20150317_000052	Хорошо. Тем не менее, вы должны подготовить некоторые материалы перед прохождением теста.{nl}Принесите мне Шипы Шарового Шара и фрагменты Велориглера с Пути Врат.	좋아요. 시험에 앞서 약간의 재료들이 필요해요.{nl}관문로에서 던볼의 가시와 벨리글러의 조각을 제게 가져다주세요.				
QUEST_JOBSTEP_20150317_000053	Превосходно!{nl}Но это просто для того, чтобы подготовить вас к тесту.{nl}	훌륭하군요.{nl}하지만 이건 시험의 준비일 뿐이에요.				링커 서브 마스터
QUEST_JOBSTEP_20150317_000054	Сейчас начну тест.{nl}Дорога за воротами - это разрыв в пространстве мира.{nl}	시험을 시작하겠어요.{nl}관문로에 이면세계의 찢어진 틈이 있죠.{nl}				
QUEST_JOBSTEP_20150317_000055	Нормальные люди способны видеть только реальность такой, какая она есть, но если у вас темперамент линкера,{nl}вы должны уметь воспринимать скрытый мир.{nl}Найди там книгу и принеси мне.	보통 사람들에겐 그저 현실이지만 링커의 자질이 있다면 그 이면세계를 찾을 수 있을 것입니다.{nl}그곳에 있는 책을 찾아 저에게 가져다주세요.				링커 서브 마스터
QUEST_JOBSTEP_20150317_000056	Вы уже были там?{nl}Просто пройдите к Gate Route и проверьте. Я отметил это место на карте.{nl}	아직이신가요?{nl}관문로로 가셔서 제가 지도에 표시해드린 곳으로 곧장 가시면 됩니다.				
QUEST_JOBSTEP_20150317_000057	Похоже, вы нашли книгу. Итак, вы прошли мой тест.{nl}Тем не менее, прочтите эту книгу, чтобы продемонстрировать свою решимость как линкер.	책을 찾아오셨군요. 이것으로 시험은 통과입니다.{nl}그 책을 링커의 길에 대한 마음가짐 삼아 읽어 주세요.				링커 서브 마스터
QUEST_JOBSTEP_20150317_000058	Итак, вы хотите, чтобы я научил вас навыкам сапера… ну тогда вы обычно должны платить за мои услуги.{nl}Не для меня. Скорее, я хочу, чтобы вы сделали пожертвование Мастеру клирика в Клайпеде.{nl}Скажем, около 5000 серебра?	새퍼의 기술이라.. 그럼 당연히 수업료를 내야겠지.{nl}나에게 말고, 클라페다에 계신 클레릭 마스터님께 기부금을 내주었으면 해.{nl}한 5,000 실버 정도?				새퍼 마스터
QUEST_JOBSTEP_20150317_000059	Подождите, есть еще кое-что.{nl}Я спрятал некоторые предметы на острове Флуд в Шяуляйских западных лесах.{nl}Прежде чем отправиться в Клайпеду, сначала найдите предметы и верните их первоначальным владельцам в Клайпеде.{nl}{nl}	아차차, 한 가지 더.{nl}샤울레이 서쪽 숲의 플루데 섬에 숨겨 둔 물건이 있어.{nl}클라페다에 가기 전에 그걸 먼저 찾아서 클라페다의 원래 주인들에게 돌려줘.{nl}{nl}				
QUEST_JOBSTEP_20150317_000060	О, это. Я где-то видел это… хм… кажется знакомым…{nl}Хорошо, я приму это с благодарностью, раз уж вы даете его мне.	어, 이거. 어디서 본 물건인데.. 음.. 낯이 익은데..{nl}일단 주시는 거니 감사히 받을게요!				잡화 상인 미리나
QUEST_JOBSTEP_20150317_000061	Ах, это инструмент, который я потерял.{nl}Спасибо. Где оно было?	어라, 이건 내가 잃어버린 연장인데?{nl}고맙소. 여태 어디에 있다 온 거람.				장비 상인 던켈
QUEST_JOBSTEP_20150317_000062	Вы забыли о пожертвовании?{nl}Это 5000 серебра.	기부금은 깜빡 잊은거야?{nl}5,000 실버라고.				새퍼 마스터
QUEST_JOBSTEP_20150317_000063	Клерик Мастер	클레릭 마스터				
QUEST_JOBSTEP_20150317_000064	Спасибо от имени богини.{nl}Я обещаю, что пожертвования будут использованы для тех, кто пострадал от монстров.{nl}	여신의 이름으로 감사드립니다.{nl}이 성금은 몬스터에게 피해를 당하신 분들께 쓰이도록 약속드리지요.{nl}				클레릭 마스터
QUEST_JOBSTEP_20150317_000065	Раньше я был вором, но кое-что понял и прекратил преступную жизнь.{nl}Но у меня на уме остался небольшой вопрос… и я хочу решить его сейчас.{nl}	난 원래 도둑이었는데 좀 깨달은 바가 있어서 이번에 완전히 손을 씻었거든.{nl}하지만 계속 걸리는 게 있어서.. 이번 기회에 완전히 끝을 낼 거야{nl}				새퍼 마스터
QUEST_JOBSTEP_20150317_000066	В любом случае, вы хорошо поработали.{nl}Давайте теперь сотрудничать, обучать и учиться друг у друга.	어쨌든 정말 수고했어.{nl}앞으로 가르침을 주거니 받거니 하면서 잘 지내 보자고.				
QUEST_JOBSTEP_20150317_000067	Ищу книгу. Четыре книги Лидии Шаффен.{nl}Если вы поможете мне найти книги, я научу вас своим навыкам.	책을 찾고 있어요. 리디아 샤펜님의 책 네 권이요.{nl}책을 찾는 일을 도와주신다면 제 기술을 가르쳐 드리겠어요.				
QUEST_JOBSTEP_20150317_000068	Раньше книга находилась в Деревне шахтеров, но она была потеряна во время набега Вуббов.{nl}Попробуйте посетить заставу Вуббе.	그 책은 광산 마을에 있었는데 부베 습격 사건 때 잃어버렸다고 들었어요.{nl}부베 전초기지가 있는 곳으로 가보세요.				헌터 마스터
QUEST_JOBSTEP_20150317_000069	Это книга. Эта книга понадобится вам, если вы мечтаете стать лучшим Лучником.{nl}Я сделаю вам копию, если вы сможете собрать всю коллекцию книг.	이 책이군요. 최고의 궁수를 꿈꾸신다면 이 책이 필요할 거예요.{nl}책을 전부 모으게 된다면 사본을 만들어 드리죠.				헌터 마스터
QUEST_JOBSTEP_20150317_000070	Следующую книгу держит Мастер Стрелков Ссор.{nl}Раньше он искал кожу Мерога. Может, тебе стоит попробовать заключить с ним сделку, используя это.	다음 권은 쿼렐슈터 마스터가 가지고 계세요.{nl}예전에 메로그의 가죽을 찾으시던데, 어쩌면 그걸로 거래해 볼 수도 있겠네요.				
QUEST_JOBSTEP_20150317_000071	У вас уже есть кожа Мерога от Мастера Охотников?	헌터 마스터에게서 메로그 가죽은 아직인가?				
QUEST_JOBSTEP_20150317_000072	Это хорошего качества. Мастер-охотник будет доволен.{nl}Вы можете взять книгу.{nl}	이 정도면 꽤 질이 좋군. 헌터 마스터도 꽤 보람이 있겠어.{nl}책은 자네가 가져가게.{nl}				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000073	Мероги находятся в Лесу Упавшего Беспокойства, а Мастер Стрельбы Ссор находится в Клайпеде.{nl}Кто-то может вас опередить, так что поторопитесь.	메로그는 낙우림에, 쿼렐슈터 마스터는 클라페다에 있어요.{nl}다른 사람이 선수 칠 수도 있으니 어서 가보세요.				
QUEST_JOBSTEP_20150317_000074	У мастера стрельбы из Клайпеды есть следующая книга.{nl}Он не злой человек, поэтому он даст вам книгу, если вы попросите вежливо.{nl}	다음 책은 클라페다의 아처 마스터가 가지고 있을 거예요.{nl}그다지 매정한 사람은 아니니 공손히 부탁하면 흔쾌히 책을 내어 줄 거예요.{nl}				헌터 마스터
QUEST_JOBSTEP_20150317_000075	Он помогает с ремонтом разрушенной городской стены.{nl}Я слышал, что камни доставляют из Шахтерской деревни, так что можно попросить их принести ему немного.	그는 지금 무너진 성벽을 수리하는 일을 돕고 있다고 하는군요.{nl}광산 마을에 옮겨둔 바위가 있다고 하니 그걸 가져다주는 것도 부탁의 한 방법이겠지요.				헌터 마스터
QUEST_JOBSTEP_20150317_000076	Мастер-охотник сказал вам отправить это?{nl}Если вы ищете книгу Лидии Шаффен, вы могли просто спросить. Но все равно спасибо.	이 바위는 헌터 마스터가 보낸 건가?{nl}리디아 샤펜의 책이라면 그냥 와서 빌려 가도 되는데. 어쨌든 고마워.				아처 마스터
QUEST_JOBSTEP_20150317_000077	Последняя книга - с Ranger Master в Клайпеде.{nl}Дай ей этот мешочек.{nl}Я мог бы пойти сам, но нам не очень удобно видеться друг с другом.	마지막 책은 클라페다의 레인저 마스터가 가지고 있어요.{nl}그녀에게 이 주머니를 전해 주시면 될 거예요.{nl}제가 직접 가도 되지만 편히 얼굴 볼 사이가 아니라서요.				헌터 마스터
QUEST_JOBSTEP_20150317_000078	Не спрашивайте почему. Работа есть работа, и это факт, что мы не хотим видеть друг друга.	이유는 묻지 마세요. 일은 일이고 별로 마주치고 싶지 않은 건 사실이니까요.				헌터 마스터
QUEST_JOBSTEP_20150317_000079	Этот мешочек… Ты пришел от Мастера Охотников?{nl}Вот. Отнеси ей эту книгу.	이 주머니는.. 헌터 마스터 대신 왔나 보지?{nl}자. 그녀에게 이 책을 전해 줘.{nl}				레인저 마스터
QUEST_JOBSTEP_20150317_000080	Хотя эта женщина вела себя смиренно по отношению к тебе, она довольно пугает, когда подходит ко мне.	그 여자가 그렇게까지 고개를 숙인다는데 나까지 뻣뻣하게 구는 건 사양이야.				레인저 마스터
QUEST_JOBSTEP_20150317_000081	Этого будет достаточно кожи.{nl}Прежде чем это сделает кто-нибудь, отнесите их Мастеру Стрельцов Ссор.	이 정도 가죽이면 충분할 거예요.{nl}다른 사람이 가져가기 전에 어서 쿼렐슈터 마스터께 다녀 오세요.				헌터 마스터
QUEST_JOBSTEP_20150317_000082	Этот камень пригодится при ремонте стены.{nl}Быстро отнеси его Мастеру лучников.	이 정도 바위라면 분명 성벽을 보수하는데 요긴하게 쓰일 거예요.{nl}어서 아처 마스터에게 가져다 주세요.				헌터 마스터
QUEST_JOBSTEP_20150317_000083	Вы тот, кто хочет изучить мои навыки?{nl}Отлично, я просто искал кого-нибудь, кто помог бы мне найти книгу Лидии Шаффен.{nl}Ты собираешься помочь, верно?	내 기술을 배우고 싶다는 사람이 자네인가.{nl}마침 리디아 샤펜의 책을 찾아 줄 사람을 찾고 있었는데 잘됐군. 도와 줄거지?				
QUEST_JOBSTEP_20150317_000084	В Шахтерской деревне был один том, но он был утерян во время набега Вуббов.{nl}Я почти уверен, что он сейчас находится на заставе Вуббе.	광산 마을에 1권이 있다는데, 부베한테 습격당하면서 사라졌다는군.{nl}분명 부베 전초기지에 있을거야.				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000085	Хо-хо да, вот и все.{nl}Это будет полезно для таких людей, как вы, которые мечтают стать стрелком по ссорам.{nl}Я дам вам копию, если вы соберете всю коллекцию книг.	오오, 그래. 이거야, 이거.{nl}쿼렐슈터를 꿈꾸는 자네에게도 큰 도움이 될 거야.{nl}책을 다 모으게 된다면 이 아저씨가 사본을 주도록 하지.				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000086	Осталось еще трое.{nl}Я думаю, вы можете получить одного из них, отдав немного денег Мастеру Охотников.	앞으로 세 권 남았네.{nl}그 중의 한 권은 아마 헌터 마스터에게서 돈을 쥐어주면 구할 수 있지 싶은데..{nl}				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000087	Проблема в том, что я разорен.	문제는 내가 빈털터리라네.				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000088	Вы имеете в виду книгу Лидии Шаффен, которая у меня есть?{nl}Отдам за 5000 серебра.	제가 가지고 있는 리디야 샤펜님의 책 말씀이십니까.{nl}5,000 실버에 양도해 드리지요.				헌터 마스터
QUEST_JOBSTEP_20150317_000089	Вы меня правильно поняли, пожалуйста, заплатите цену.{nl}Подойдет около 5000 серебра.{nl}	그럼 면목없지만 부탁함세.{nl}아마 5,000 실버 정도면 될 거야.{nl}				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000090	5000 серебра… Ага, верно.{nl}Я отдам вам книгу, как и обещал.	5,000 실버.. 네. 맞습니다.{nl}약속대로 책을 넘겨 드리지요.				헌터 마스터
QUEST_JOBSTEP_20150317_000091	Что ж… у Мастера лучников должна быть следующая книга.{nl}Он все еще помогает ремонтировать стену. Разве он не оценил бы, если бы вы принесли ему несколько камней?{nl}Я могла бы отнести их к нему сама, но… оууу… моя спина.	자.. 다음 책은 아처 마스터가 가지고 있을 거야.{nl}녀석은 아직도 성벽 수리에 매달리고 있으니 석재라도 갖다 주면 좋아하지 않을까?{nl}이 아저씨가 직접 갖다 줄 수도 있겠지만.. 아이고!! 허리야..				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000092	У Мастера лучников есть следующая книга.{nl}Он не злой человек, поэтому он даст вам книгу, если вы попросите вежливо.{nl}	다음 책은 아처 마스터가 가지고 있을 거야.{nl}그리 매정한 사람은 아니니 공손하게 부탁하면 책을 내어 줄 지도 몰라.{nl}				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000093	Я слышал, он помогает ремонтировать разрушенную городскую стену.{nl}Камни были доставлены из Шахтерской деревни, и он будет перемещен, если вы принесете ему одну.	듣기론 그는 클라페다의 무너진 성벽을 수리하는 것을 돕는 중이라더군.{nl}광산 마을에 옮겨둔 바위가 있다고 하니 갖다주면면 그 녀석, 분명 감동할 거야.				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000094	Мастер-охотник сказал вам отправить это?{nl}Если вы пришли сюда ради книги Лидии Шаффен, вы могли бы просто спросить. Но все равно спасибо.	이 바위는 쿼렐슈터 마스터 아저씨가 보낸 건가?{nl}리디아 샤펜의 책이라면 그냥 와서 빌려 가도 되는데. 어쨌든 고마워.				아처 마스터
QUEST_JOBSTEP_20150317_000095	Теперь о последней книге.{nl}Отдайте этот мешочек Мастеру рейнджеров и получите книгу.	이제 마지막 책이야.{nl}레인저 마스터에게 이 주머니를 가져다주고 책을 받아와 줘.				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000096	Это послал Мастер Стрельбы Ссор?{nl}Спасибо. Книгу отдам, как и обещал.	쿼렐슈터 마스터가 보낸 건가?{nl}뭐, 수고했어. 약속한 책은 넘겨주지.				레인저 마스터
QUEST_JOBSTEP_20150317_000097	Принеси книгу быстро.{nl}Я не могу это удержать.	어서 책을 가져와줘.{nl}참을 수가 없다고.				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000098	Отлично, вот этот!{nl}Я научу тебя навыкам Стрелять в Ссоры, как и обещал.{nl}	좋아, 이거야!{nl}약속대로 자네가 더 강해질 수 있도록 쿼렐슈터의 기술을 가르쳐 주지.{nl}				
QUEST_JOBSTEP_20150317_000099	Этот камень пригодится при ремонте стены.{nl}Быстро отнеси его Мастеру лучников.	이 정도 바위라면 분명 성벽을 보수하는데 요긴하게 쓰일 거다.{nl}어서 아처 마스터에게 전해 줘.				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000100	Если вы хотите узнать больше о моих навыках, есть условие.{nl}Я хочу, чтобы вы помогли мне найти четыре книги Лидии Шаффен.	나의 기술을 더 배우고 싶다면 조건이 있어.{nl}리디야 샤펜님의 책 네 권을 찾는 걸 도와주었으면 해.				
