UI_20150317_000076	{@st64}используйте клавиши со стрелками, чтобы выбрать ячейку!	{@st64}방향키를 입력해 셀을 선택하세요!				
UI_20150317_000077	{@st43}Информация о прогрессе{/}	{@st43}전직 정보{/}				
UI_20150317_000078	{@st43}Выбрать класс	{@st43}클래스 선택				
UI_20150317_000079	Психокинезист	사이코키네스스트				
UI_20150317_000080	{@st42}%s Ранг{/}	{@st42}%s 서클{/}				
UI_20150317_000081	Количество Рангов	몇 서클				
UI_20150317_000082	Показать краткое описание класса.	클래스에 대한 간단한 설명을 이곳에 표시합니다.				
UI_20150317_000083	{@st41b}Атака{@sti7}%s{/}	{@st41b}공격력{@sti7}%s{/}				
UI_20150317_000084	{@st41b}Поддержка{@sti7}%s{/}	{@st41b}보조  {@sti7}%s{/}				
UI_20150317_000085	{@st41b}Сложность{@sti7}%s{/}	{@st41b}난이도{@sti7}%s{/}				
UI_20150317_000086	{@st59}Закрыть информацию о персонаже{/}	{@st59}클래스 정보 창을 닫습니다{/}				
UI_20150317_000087	Предупреждение об опасности	전직 가능 알람				
UI_20150317_000088	{@st43}Новый Ранг	{@st43}클래스 전직				
UI_20150317_000089	{@sti7}{s14}Уровень{/}	{@sti7}{s14}캐릭터{/}				
UI_20150317_000090	{@sti8}{s14}Класс{/}	{@sti8}{s14}클래스{/}				
UI_20150317_000091	{@st44}Чат{/}	{@st44}채팅{/}				
UI_20150317_000092	К. WWWWWWWW и еще 1	To. WWWWWWWW 외 1				
UI_20150317_000093	Общий: / s <текст>{nl}Мир: / y <текст>{nl}Группа: / p <текст>{nl}Приват: / w имя персонажа <текст>	일반: /s 내용{nl}외침: /y 내용{nl}파티: /p 내용{nl}귓속말: /w 캐릭명 내용				
UI_20150317_000094	{@st41}Весь чат{/}	{@st41}일반 대화{/}				
UI_20150317_000095	{@59}Выход{/}	{@59}종료하기{/}				
UI_20150317_000096	{@59}Пригласить{/}	{@59}초대하기{/}				
UI_20150317_000097	{@st59}Все{/}	{@st59}전체{/}				
UI_20150317_000098	{@st59}Общий (/ s чат){/}	{@st59}일반  (/s 할말){/}				
UI_20150317_000099	{@st59}Мир (/ y чат){/}	{@st59}외침  (/y 할말){/}				
UI_20150317_000100	{@st59}Пати (/ p чат){/}	{@st59}파티  (/p 할말){/}				
UI_20150317_000101	{@st59}Шепот (/ w название команды в чате)	{@st59}귓속말   (/w 팀이름 할말){/}				
UI_20150317_000102	{@st59}Изменение окна чата{/}	{@st59}채팅창 크기 조절{/}				
UI_20150317_000103	{@st43}{s22}Макрос чата{/}	{@st43}{s22}채팅 매크로{/}				
UI_20150317_000104	{@st43}Макросы{/}	{@st43}매크로{/}				
UI_20150317_000105	{@st59b}Макрос{nl}{@st59s}- Как использовать:{nl}1. Перетащите значок жеста в нижнюю ячейку.{nl}2. Напишите вашу фразу и сохраните.{nl}3. Используйте "быструю" отображение для отображения жеста и фраз одновременно.{/}	{@st59b}매크로{nl}{@st59s}- 사용 방법:{nl}1. 상단의 제스쳐 아이콘을 하단의 제스쳐 슬롯에 등록{nl}2. 대화문구 작성 후 저장{nl}3. 해당 단축키를 사용해서 대사와 동시에 제스쳐 동작{/}				
UI_20150317_000106	{@st59}Закрыть макрос{/}	{@st59}매크로를 닫습니다{/}				
UI_20150317_000107	{@st41b}Сохранить{/}	{@st41b}저장{/}				
UI_20150317_000108	{@st59}Сохранить изменения{/}	{@st59}등록한 내용을 저장합니다{/}				
UI_20150317_000109	{@st41b}Отмена{/}	{@st41b}취소{/}				
UI_20150317_000110	{@st59}{/}	{@st59}등록한 내용을 취소합니다{/}				
UI_20150317_000111	{@st42}Настройка чата	{@st42}채팅 설정				
UI_20150317_000112	{@st42}Прозрачность	{@st42}투명도				
UI_20150317_000113	Показать чат в кружке	말풍선 표시				
UI_20150317_000114	Показывать "Мир" в{nl}верхней части экрана	화면 상단에 외치기 내용 표시				
UI_20150317_000115	{@st43}Список чатов{/}	{@st43}치트리스트{/}				
UI_20150317_000116	{@st42b}Предмет{/}	{@st42b}아이템{/}				
UI_20150317_000117	{@st42b}Монстр{/}	{@st42b}몬스터{/}				
UI_20150317_000118	{@st42b}Переместить карту{/}	{@st42b}맵이동{/}				
UI_20150317_000119	{@st42b}Боевой порядок{/}	{@st42b}전투명령{/}				
UI_20150317_000120	{@st41b}Закрыть{/}	{@st41b}닫기{/}				
UI_20150317_000121	{s16}{b}Создание предмета, нажмите кнопку Создать или двойное гнездие мыши.	{s16}{b}더블클릭 또는 생성 버튼으로 아이템을 생성할 수 있습니다.				
UI_20150317_000122	{s16}{b}шт.	{s16}{b}개				
UI_20150317_000123	{s16}{b}Ур.	{s16}{b}레벨				
UI_20150317_000124	{@st41b}Поиск{/}	{@st41b}검색{/}				
UI_20150317_000125	{s16}{b}Призвать монстров, нажмите кнопку Создать или двойное двойное мышь.	{s16}{b}더블클릭 또는 생성버튼으로 몬스터를 소환할 수 있습니다.				
UI_20150317_000126	{s16}{b}шт.	{s16}{b}마리				
UI_20150317_000127	{s16}{b}Выберите нужную область.	{s16}{b}원하는 지역을 선택하세요				
UI_20150317_000128	{s18}{b}Показать мини карту{/}	{s18}{b}미니맵 보기{/}				
UI_20150317_000129	{@st41b}Список инструментов{/}	{@st41b}툴 리스트{/}				
UI_20150317_000130	{@st59b}Колекция{nl}{@st59s}- Если вы находите колекционные предметы, они могут быть сохранены в колекционном журнале.{nl}- Вы можете активировать колекции для получения эффекта.{nl}{/}	{@st59b}콜렉션{nl}{@st59s}- 게임내 콜렉션 덱을 구해 아이템을 수집하면 해당 아이템 수집 가능{nl}- 콜렉션 덱 아이템 사용했을 경우 콜렉션 단축키가 활성화{nl}{/}				
UI_20150317_000131	{@st59}Закрыть информацию о колекции{/}	{@st59}콜렉션 정보를 닫습니다{/}				
UI_20150317_000132	{@st43}Колекция{/}	{@st43}콜렉션{/}				
UI_20150317_000133	{@st43}Цвет узора{/}	{@st43}컬러스프레이{/}				
UI_20150317_000134	{@st49}Цвет узора{/}	{@st49}컬러스프레이{/}				
UI_20150317_000135	{@st49}Цвет{/}	{@st49}색상{/}				
UI_20150317_000136	{@st49}Остаток{/}	{@st49}잔량{/}				
UI_20150317_000137	{@st49}Кисть{/}	{@st49}브러쉬{/}				
UI_20150317_000138	{@st49}{a END_EDIT_SPRAY}Рисовать{/}{/}	{@st49}{a END_EDIT_SPRAY}그리기{/}{/}				
UI_20150317_000139	{@st49}{a SAVE_EDIT_SPRAY}Сохранить{/}{/}	{@st49}{a SAVE_EDIT_SPRAY}저장{/}{/}				
UI_20150317_000140	{@st49}{a LOAD_EDIT_SPRAY}Импорт{/}{/}	{@st49}{a LOAD_EDIT_SPRAY}불러오기{/}{/}				
UI_20150317_000141	{@st49}Закрыть{/}	{@st49}닫기{/}				
UI_20150317_000142	{@st43}Завести питомца	{@st43}컴패니언 분양				
UI_20150317_000143	{@st59}Введите имя вашего нового питомца{/}	{@st59}분양 받을 컴패니언의 이름을 입력하세요{/}				
UI_20150317_000144	{@st41b}Имя{/}	{@st41b}이름{/}				
UI_20150317_000145	{@st41b}Цена%s{/}	{@st41b}가격     %s{/}				
UI_20150317_000146	{@st59}Закрыть окно{/}	{@st59}컴패니엄 분양 창을 닫습니다{/}				
UI_20150317_000147	{@st41b}Завести	{@st41b}분양				
UI_20150317_000148	{@st59}Подтвердить{/}	{@st59}분양 받을 컴패니언을 결정합니다{/}				
UI_20150317_000149	{@st43}Магазин Питомцев	{@st43}컴패니언 샵				
UI_20150317_000150	{@st59}Закрыть магазин питомцев{/}	{@st59}컴패니언 상점을 닫습니다{/}				
UI_20150317_000151	{@st43}Информация о персонаже{/}{@st42}	{@st43}다른 캐릭터 정보{/}{@st42}				
UI_20150317_000152	{@st59}Закрыть информацию о персонаже{/}	{@st59}캐릭터 정보를 닫습니다{/}				
UI_20150317_000153	{@st41b}Информация	{@st41b}정보				
UI_20150317_000154	{@st41b}Запись	{@st41b}기록				
UI_20150317_000155	Название команды	팀이륨				
UI_20150317_000156	Имя персонажа	캐릭이륨				
UI_20150317_000157	Ранг{#ffff00}%s{/}%s Ур.{#Ffff00}%s{/}	{#ffff00}%s{/}랭크 %s{#ffff00}%s{/}레벨				
UI_20150317_000158	Воин	젼샤				
UI_20150317_000159	Памятка приключений{#ffff00}%s{/}(Ранг{#ffff00}%s{/}/%s)	모험지수{#ffff00}%s{/}({#ffff00}%s{/}위/%s)				
UI_20150317_000160	Памятка приключений{#ffff00}%s{/}({#ffff00}Без ранга{/})	모험지수{#ffff00}%s{/}({#ffff00}Unranked{/})				
UI_20150317_000161	Все достижения:{#ffff00}%s{/}	업적달성{#ffff00}%s{/}개				
UI_20150317_000162	Настройки	설정				
UI_20150317_000163	Чтобы удалить вкладку, очистите заголовок вкладки.	탭 제목을 지우고 확인하면 탭이 삭제됩니다				
UI_20150317_000164	{@st49}Все{/}	{@st49}전체{/}				
UI_20150317_000165	{@st49}Система{/}	{@st49}시스템{/}				
UI_20150317_000166	{@st49}Общение{/}	{@st49}대화{/}				
UI_20150317_000167	{@st49}Бой{/}	{@st49}전투{/}				
UI_20150317_000168	{@st49}Предметы{/}	{@st49}아이템{/}				
UI_20150317_000169	{@st43}Авторы{/}	{@st43}크레딧{/}				
UI_20150317_000170	{@st43}Заблокировать настройки Цели{/}	{@st43}타겟 고정 설정 중{/}				
UI_20150317_000171	Имя NPC	엔피씨이름				
UI_20150317_000172	Сравнить	비교				
UI_20150317_000173	Иллюстрация	일러스트				
UI_20150317_000174	Выбрать разговор	대화 선택				
UI_20150317_000175	Текстовая помощь	텍스트 헬프				
UI_20150317_000176	{@st41}Создание предмета{/}	{@st41}아이템 제조{/}				
UI_20150317_000177	{@st45tw2}Создание предмета…	{@st45tw2}아이템 제작 중…				
UI_20150317_000178	%r секунд	%r 초				
UI_20150317_000179	{@st41}Отмена{/}	{@st41}취소{/}				
UI_20150317_000180	{@st45tw2}Количество{/}	{@st45tw2}수량{/}				
UI_20150317_000181	{@st45tw2}Вы хотите создать этот предмет?	{@st45tw2}아이템을 만드시겠습니까?				
UI_20150317_000182	{@st41}Подтвердите{/}	{@st41}결정{/}				
UI_20150317_000183	Информация о Квесте	퀘스트 정보				
UI_20150317_000184	{@st59}Отмена торговли{/}	{@st59}거래를취소합니다{/}				
UI_20150317_000185	{@st43}Персональная торговля{/}	{@st43}개인 거래{/}				
UI_20150317_000186	Мой торговый список	내 거래 목록				
UI_20150317_000187	Серебро: %s	실버: %s				
UI_20150317_000188	Ввод	입력				
UI_20150317_000189	{@st41}Принять	{@st41}수락				
UI_20150317_000190	{@st41}Подтвердить	{@st41}최종확인				
UI_20150317_000191	Торговый список игрока (%s)	상대방(%s) 거래 목록				
UI_20150317_000192	Имя другого игрока	상대방이름				
UI_20150317_000193	{s18}{ol}{gr gradient1}Событие{/}	{s18}{ol}{gr gradation1}필드 이벤트{/}				
UI_20150317_000194	{s20}{ol}Победить Племя Вуббе! Хотите присоединиться?	{s20}{ol}부베족을 물리쳐라! 참가하시겠습니까?				
UI_20150317_000195	{s20}{ol}%s Желаете присоединиться?	{s20}{ol}%s 참가하시겠습니까?				
UI_20150317_000196	{s20}{ol}Участников: (1/5)	{s20}{ol}참가 인원: (1/5)				
UI_20150317_000197	{s20}{ol}Участников: (%s/%s)	{s20}{ol}참가 인원: (%s/%s)				
UI_20150317_000198	{s20}{ol}Игра начнется через 1 секунду.	{s20}{ol}1초 후 게임이 시작됩니다.				
UI_20150317_000199	{s20}{ol}Игра начинается через%s секунд.	{s20}{ol}%s초 후 게임이 시작됩니다.				
UI_20150317_000200	Не показывать это больше на сегодня.	오늘 하루 보지 않기.				
UI_20150317_000201	Не показывать события.	필드 이벤트를 보지 않습니다.				
UI_20150317_000202	Присоединиться к игре	게임 참여				
UI_20150317_000203	Начать игру с другими игроками.	플레이어들과 게임을 시작합니다.				
UI_20150317_000204	Отклонить приглашение на игру.	게임 참여를 하지 않습니다.				
UI_20150317_000205	Предустановленные картинки	스프레이 프리셋				
UI_20150317_000206	{@st49}Выбрать{/}	{@st49}선택{/}				
UI_20150317_000207	{@st49}Отмена{/}	{@st49}취소{/}				
UI_20150317_000208	{@st49}Удалить{/}	{@st49}삭제{/}				
UI_20150317_000209	Введите имя файла для сохранения.	저장할 파일의 이름을 입력합니다.				
UI_20150317_000210	{@st43}Друзья	{@st43}친구				
UI_20150317_000211	{@st59}Закрыть{/}	{@st59}친구 목록를 닫습니다{/}				
UI_20150317_000212	{@st59b}Друзья{nl}{@st59s}- Подружитесь с другими игроками{nl}- Перейдите в Список Друзей, чтобы проверить их статус{nl}- Во вкладке Управления Вы можете: пригласить, отклонить, заблокировать друга.{/}	{@st59b}친구{nl}{@st59s}- 친구 관계는 계정 사이에 생성{nl}- 목록 탭에서 친구들의 상태 확인/삭제 가능{nl}- 관리 탭에서 초대, 거절, 차단 등의 내용을 확인{/}				
UI_20150317_000213	{@st41b}Показать онлайн{/}	{@st41b}접속한 친구만 보기{/}				
UI_20150317_000214	{@st41b}Список	{@st41b}목록				
UI_20150317_000215	{@st41b}Управление	{@st41b}관리				
UI_20150317_000216	{@st41b}Добавить в Друзья	{@st41b}친구 신청				
UI_20150317_000217	{@st41b}Заблокировать	{@st41b}차단				
UI_20150317_000218	{@st59}Поиск{/}	{@st59}검색{/}				
UI_20150317_000219	{@st44}Гильдия{/}	{@st44}길드{/}				
UI_20150317_000220	Гильдия	길드				
UI_20150317_000221	Список	명단				
UI_20150317_000222	Новости	새소식				
UI_20150317_000223	Миссия гильдии	길드미션				
UI_20150317_000224	Участники в сети	접속중인 구성원 수				
UI_20150317_000225	{@st44}Создать гильдию{/}	{@st44}길드생성{/}				
UI_20150317_000226	{@st42}Создать{/}	{@st42}생성{/}				
UI_20150317_000227	{@st42}Закрыть{/}	{@st42}닫기{/}				
UI_20150317_000228	{@st42}Все{/}	{@st42}전체{/}				
UI_20150317_000229	{@st42}Сегодняшний Рейтинг{/}	{@st42}오늘랭킹{/}				
UI_20150317_000230	{@st42}Еженедельный Рейтинг{/}	{@st42}주간랭킹{/}				
UI_20150317_000231	{@st56}Ранг{/}	{@st56}순위{/}				
UI_20150317_000232	{@st56}Очки{/}	{@st56}점수{/}				
UI_20150317_000233	{@st56}Класс{/}	{@st56}직업{/}				
UI_20150317_000234	{@st56}Имя{/}	{@st56}이름{/}				
UI_20150317_000235	Предыдущая страница	이전 페이지				
UI_20150317_000236	Следующая страница	다음 페이지				
UI_20150317_000237	{@st42}Поиск по ID{/}	{@st42}ID 검색{/}				
UI_20150317_000238	Введите ID для поиска	입력한 ID를 검색합니다				
UI_20150317_000239	Закрыть Зал славы	명예의 전당을 닫습니다				
UI_20150317_000240	Введите ID для поиска	검색할 ID를 입력합니다				
UI_20150317_000241	{@st59}Выносливость{/}	{@st59}스태미나{/}				
UI_20150317_000242	{@st43}Справка{/}	{@st43}도움말 목록{/}				
UI_20150317_000243	{@st59}Закрыть{/}	{@st59}도움말 목록 창을 닫습니다{/}				
UI_20150317_000244	{@st59b}Справка{nl}{@st59s}- Если вам нужна помощь, вы всегда можете прочитать справку{nl}- Выберите тему, чтобы просмотреть дополнительную информацию о ней.{/}	{@st59b}도움말 목록{nl}{@st59s}- 읽었던 도움말들을 목록에서 다시 확인 가능{nl}- 원하는 항목을 선택해서 상세 보기{/}				
UI_20150317_000245	{@st43}{s22}Помощь{/}	{@st43}{s22}도움말{/}				
UI_20150317_000246	{@st47_b}{b}Темы справки{/}	{@st47_b}{b}도움말 제목{/}				
UI_20150317_000247	{@st42b}Содержание справки{/}	{@st42b}심플 도움말내용{/}				
UI_20150317_000248	{@st59}Показать детали{/}	{@st59}자세하게 보기{/}				
UI_20150317_000249	Пожалуйста, введите количество:	수량을 입력하세요				
UI_20150317_000250	{@st59}Введите содержимое{/}	{@st59}내용을 입력합니다{/}				
UI_20150317_000251	{@st41b}Подтвердить	{@st41b}확인				
UI_20150317_000252	{@st59}Подтвердить{/}	{@st59}입력 내용을 확인합니다{/}				
UI_20150317_000253	{@st41b}Закрыть	{@st41b}닫기				
UI_20150317_000254	{@st59}Отмена{/}	{@st59}입력을 취소합니다{/}				
UI_20150317_000255	{@st43}Перемещение{/}	{@st43}워프{/}				
UI_20150317_000256	{@st59}Закрыть{/}	{@st59}워프 창을 닫습니다{/}				
UI_20150317_000257	{@st59b}Перемещение{nl}{@st59s}- Позволяет быстро добраться до регионов, которые вы уже использовали.{nl}- Функция активна, когда две или более статуй перемещения доступны.{nl}{/}	{@st59b}워프{nl}{@st59s}- 자신이 방문한 지역으로 워프할 수 있는 시스템{nl}- 워프가 2개이상일때 워프 기능 활성화{nl}{/}				
UI_20150317_000258	{@st41}Текущее местоположение: %s{/}	{@st41}현재 위치: %s{/}				
UI_20150317_000259	{@st43}{s22}Перемещение{/}	{@st43}{s22}워프{/}				
UI_20150317_000260	{@st41b}Вы хотите переместиться в эту область?{/}	{@st41b}이 지역으로 이동하시겠습니까?{/}				
UI_20150317_000261	Что насчет Саулей	사울레이 어쩌고				
UI_20150317_000262	Требуется монет: 0	소모 코인: 0				
UI_20150317_000263	Вступление	인트로				
UI_20150317_000264	{@st43}Инвентарь{/}	{@st43}인벤토리{/}				
UI_20150317_000265	{@st59}Закрыть{/}	{@st59}인벤토리를 닫습니다{/}				
UI_20150317_000266	{@st59b}Снаряжение{nl}{@st59s}- Причёска / Костюм: одевается для изменения внешности персонажа{nl}- Оружие: Можно использовать одноручное или двуручное оружие{nl}(суб-оружие / щит может экипироваться с одноручным оружием){ nl}- Броня: Тело, Поножи, Перчатки, Обувь{nl}- Аксессуары: Можно носить 1 ожерелье и 2 браслета{nl}{/}	{@st59b}착용장비{nl}{@st59s}- 헤어/코스튬: 외형 변경 가능 아이템 착용{nl}- 무기: 한손 장비 및 양손 장비 착용 가능{nl} (한손 장비 착용시 서브웨폰/방패 착용 가능 ){nl}- 방어구: 상의, 하의, 장갑, 신발 착용{nl}- 악세서리: 목걸이 1개, 팔찌 2개 착용{nl}{/}				
UI_20150317_000267	{@st59}Аксессуар для головы 1{/}	{@st59}헤어 코스튬1{/}				
UI_20150317_000268	{@st59}Аксессуар для головы 2{/}	{@st59}헤어 코스튬2{/}				
UI_20150317_000269	{@st59}Ожерелье{/}	{@st59}목걸이{/}				
UI_20150317_000270	{@st59}Костюм{/}	{@st59}코스튬{/}				
UI_20150317_000271	{@st59}Верх{/}	{@st59}상의{/}				
UI_20150317_000272	{@st59}Перчатки{/}	{@st59}장갑{/}				
UI_20150317_000273	{@st59}Низ{/}	{@st59}하의{/}				
UI_20150317_000274	{@st59}Обувь{/}	{@st59}신발{/}				
UI_20150317_000275	{@st59}Осн. оружие{/}	{@st59}왼손{/}				
UI_20150317_000276	{@st59}Доп.оружие{/}	{@st59}오른손{/}				
UI_20150317_000277	{@st59}Браслет 1{/}	{@st59}팔찌1{/}				
UI_20150317_000278	{@st59}Браслет 2{/}	{@st59}팔찌2{/}				
UI_20150317_000279	{@st59}Повязка{/}	{@st59}암밴드{/}				
UI_20150317_000280	{@st59}Поиск{/}	{@st59}입력한 이름으로 검색합니다{/}				
UI_20150317_000281	Вес	무게				
UI_20150317_000282	{@st43}Баф от снаряжения{/}	{@st43}장비 버프{/}				
UI_20150317_000283	{@st59}Закрыть{/}	{@st59}수리 UI를 닫습니다{/}				
UI_20150317_000284	{@st42}Баф может быть применён	{@st42}버프 가능 장비 목록				
UI_20150317_000285	{@st42}Расходует{/}	{@st42}소모 아이템{/}				
UI_20150317_000286	{@st42}Бег	{@st42}실행				
UI_20150317_000287	{@st42}Выбранный предмет{/}	{@st42}타겟 아이템{/}				
UI_20150317_000288	{@st59}Кольцо 1{/}	{@st59}링1{/}				
UI_20150317_000289	{@st43}Создание предмета{/}	{@st43}아이템 제작{/}				
UI_20150317_000290	{@st42b}Показать только доступные рецепты{/}	{@st42b}재료가 있는 것만 보기{/}				
UI_20150317_000291	{@st59}Закрыть{/}	{@st59}아이템 제작을 닫습니다{/}				
UI_20150317_000292	{@st43}{s22}Разделить предметы	{@st43}{s22}아이템 나누기				
UI_20150317_000293	{@st59}Введите количество{/}	{@st59}개수를 입력하세요{/}				
UI_20150317_000294	Полоска HP монстра	몬스터 체력게이지				
UI_20150317_000295	{@st44}Приобретенный комплект{/}	{@st44}세트 아이템 획득{/}				
UI_20150317_000296	Клавиатура Воин	키보드 워리어				
UI_20150317_000297	Убийств	킬				
UI_20150317_000298	99 минут 99 секунд	99분 99초				
UI_20150317_000299	38000 очков	38000 점				
UI_20150317_000300	Улучшенное зелье скорости	향상된 신속의 물약				
UI_20150317_000301	{@st41}Подтверждение{/}	{@st41}확 인{/}				
